plot_code,day,month,year,subplot,LAI
STJ-01,22,10,2015,NA,4.3
STJ-04,16,11,2015,NA,3.3
STJ-04,16,11,2015,NA,4.13
STJ-04,16,11,2015,NA,3.58
STJ-04,16,11,2015,NA,3.33
STJ-04,16,11,2015,NA,3.77
STJ-04,16,11,2015,NA,3.27
STJ-04,22,10,2015,NA,3.32
STJ-04,22,10,2015,NA,4
STJ-04,22,10,2015,NA,3.26
STJ-04,22,10,2015,NA,3.33
STJ-04,22,10,2015,NA,3.79
STJ-04,22,10,2015,NA,3.07
STJ-05,19,11,2015,NA,3.01
STJ-05,19,11,2015,NA,2.98
STJ-05,19,11,2015,NA,3.48
STJ-05,19,11,2015,NA,3.16
STJ-05,19,11,2015,NA,3.2
STJ-05,19,11,2015,NA,3.01
STJ-05,22,10,2015,NA,3.5
STJ-05,22,10,2015,NA,2.95
STJ-05,22,10,2015,NA,3.81
STJ-05,22,10,2015,NA,3.61
STJ-05,22,10,2015,NA,3.69
STL-09,16,10,2015,NA,4.32
STL-09,16,10,2015,NA,3.37
STL-09,16,10,2015,NA,3.69
STL-09,16,10,2015,NA,3.68
STL-09,16,10,2015,NA,3.9
STL-09,16,10,2015,NA,3.6
STL-09,17,11,2015,NA,4.39
STL-09,17,11,2015,NA,3.63
STL-09,17,11,2015,NA,3.77
STL-09,17,11,2015,NA,4.16
STL-09,17,11,2015,NA,3.76
STL-09,17,11,2015,NA,3.61
STL-10,16,10,2015,NA,3.49
STL-10,16,10,2015,NA,3.67
STL-10,16,10,2015,NA,3.42
STL-10,16,10,2015,NA,3.3
STL-10,16,10,2015,NA,3.11
STL-10,16,10,2015,NA,3.38
STL-10,17,11,2015,NA,3.34
STL-10,17,11,2015,NA,3.43
STL-10,17,11,2015,NA,3.26
STL-10,17,11,2015,NA,3.36
STL-10,17,11,2015,NA,2.94
STL-10,17,11,2015,NA,3.6
STN-02,20,11,2015,NA,3.14
STN-02,20,11,2015,NA,3.74
STN-02,20,11,2015,NA,3.32
STN-02,20,11,2015,NA,4.12
STN-02,20,11,2015,NA,3.6
STN-02,20,11,2015,NA,3.33
STN-02,21,10,2015,NA,3.17
STN-02,21,10,2015,NA,3.31
STN-02,21,10,2015,NA,3
STN-02,21,10,2015,NA,3.45
STN-02,21,10,2015,NA,3.37
STN-02,21,10,2015,NA,3.02
STN-03,20,10,2015,NA,3.67
STN-03,20,10,2015,NA,3.77
STN-03,20,10,2015,NA,4.81
STN-03,20,10,2015,NA,3.59
STN-03,20,10,2015,NA,3.68
STN-03,20,10,2015,NA,3.85
STN-03,27,11,2015,NA,3.08
STN-03,27,11,2015,NA,3.69
STN-03,27,11,2015,NA,7.69
STN-03,27,11,2015,NA,3.48
STN-03,27,11,2015,NA,3.77
STN-03,27,11,2015,NA,3.65
STN-04,20,11,2015,NA,3.15
STN-04,20,11,2015,NA,3.47
STN-04,20,11,2015,NA,3.43
STN-04,20,11,2015,NA,4.35
STN-04,20,11,2015,NA,3.39
STN-04,20,11,2015,NA,4.22
STN-04,23,10,2015,NA,2.9
STN-04,23,10,2015,NA,3.23
STN-04,23,10,2015,NA,3.28
STN-04,23,10,2015,NA,3.86
STN-04,23,10,2015,NA,3.59
STN-04,23,10,2015,NA,4.03
STN-06,21,10,2015,NA,3.42
STN-06,21,10,2015,NA,3.97
STN-06,21,10,2015,NA,3.74
STN-06,21,10,2015,NA,3.9
STN-06,21,10,2015,NA,4.05
STN-06,21,10,2015,NA,3.82
STN-09,21,10,2015,NA,3.8
STN-09,21,10,2015,NA,3.37
STN-09,21,10,2015,NA,3.55
STN-09,21,10,2015,NA,3.13
STN-09,21,10,2015,NA,4.24
STN-06,26,11,2015,NA,3.35
STN-06,26,11,2015,NA,3.91
STN-06,26,11,2015,NA,3.57
STN-06,26,11,2015,NA,3.75
STN-06,26,11,2015,NA,3.68
STN-06,26,11,2015,NA,3.59
STN-09,26,11,2015,NA,3.23
STN-09,26,11,2015,NA,3.43
STN-09,26,11,2015,NA,2.97
STN-09,26,11,2015,NA,3.46
STN-09,26,11,2015,NA,3.69
STO-03,20,10,2015,NA,3.86
STO-03,20,10,2015,NA,3.8
STO-03,20,10,2015,NA,3.29
STO-03,20,10,2015,NA,2.79
STO-03,20,10,2015,NA,4.12
STO-03,20,10,2015,NA,3.11
STO-03,27,11,2015,NA,3.25
STO-03,27,11,2015,NA,2.81
STO-03,27,11,2015,NA,4.39
STO-03,27,11,2015,NA,2.94
STO-03,27,11,2015,NA,3.9
STO-06,15,10,2015,NA,3.57
STO-06,15,10,2015,NA,3.48
STO-06,15,10,2015,NA,3.64
STO-06,15,10,2015,NA,4.3
STO-06,15,10,2015,NA,2.82
STO-06,15,10,2015,NA,4.09
STO-07,15,10,2015,NA,3.58
STO-07,15,10,2015,NA,3.21
STO-07,15,10,2015,NA,3.5
STO-07,15,10,2015,NA,3.49
STO-07,15,10,2015,NA,3.5
STO-07,15,10,2015,NA,3.55
STO-06,24,11,2015,NA,3.06
STO-06,24,11,2015,NA,3.59
STO-06,24,11,2015,NA,3.82
STO-06,24,11,2015,NA,5.11
STO-06,24,11,2015,NA,3.45
STO-06,24,11,2015,NA,5.01
STO-07,24,11,2015,NA,3.56
STO-07,24,11,2015,NA,3.39
STO-07,24,11,2015,NA,3.83
STO-07,24,11,2015,NA,3.67
STO-07,24,11,2015,NA,3.83
STO-07,24,11,2015,NA,3.68
STQ-08,14,1,2016,NA,3.93
STQ-08,14,1,2016,NA,4.41
STQ-08,14,1,2016,NA,3.48
STQ-08,14,1,2016,NA,3.84
STQ-08,14,1,2016,NA,4.46
STQ-08,14,1,2016,NA,3.59
STQ-11,14,1,2016,NA,3.56
STQ-11,14,1,2016,NA,3.32
STQ-11,14,1,2016,NA,3.82
STQ-11,14,1,2016,NA,3.35
STQ-11,14,1,2016,NA,3.51
STQ-11,14,1,2016,NA,3.97
STQ-08,10,2,2016,NA,4.04
STQ-08,10,2,2016,NA,4.2
STQ-08,10,2,2016,NA,3.42
STQ-08,10,2,2016,NA,3.64
STQ-08,10,2,2016,NA,3.35
STQ-08,10,2,2016,NA,2.86
STQ-08,15,12,2015,NA,3.89
STQ-08,15,12,2015,NA,3.81
STQ-08,15,12,2015,NA,3.73
STQ-08,15,12,2015,NA,3.72
STQ-08,15,12,2015,NA,4.08
STQ-08,15,12,2015,NA,3.46
STQ-11,10,1,2016,NA,3.52
STQ-11,10,1,2016,NA,3.38
STQ-11,10,1,2016,NA,3.47
STQ-11,10,1,2016,NA,3.31
STQ-11,10,1,2016,NA,2.83
STQ-11,10,1,2016,NA,4.26
STQ-11,15,12,2015,NA,3.68
STQ-11,15,12,2015,NA,3.5
STQ-11,15,12,2015,NA,3.64
STQ-11,15,12,2015,NA,3.16
STQ-11,15,12,2015,NA,3.21
STQ-11,15,12,2015,NA,3.95
STB-08,2,2,2016,NA,3.34
STB-08,2,2,2016,NA,3.38
STB-08,2,2,2016,NA,2.99
STB-08,2,2,2016,NA,3.63
STB-08,2,2,2016,NA,2.94
STB-08,2,2,2016,NA,3.33
STB-08,19,1,2016,NA,3.39
STB-08,19,1,2016,NA,3.19
STB-08,19,1,2016,NA,3.23
STB-08,19,1,2016,NA,3.39
STB-08,19,1,2016,NA,2.96
STB-08,19,1,2016,NA,2.97
STB-12,19,1,2016,NA,3.33
STB-12,19,1,2016,NA,3.25
STB-12,19,1,2016,NA,5.21
STB-12,19,1,2016,NA,3.8
STB-12,19,1,2016,NA,3.59
STB-12,19,1,2016,NA,3.65
STB-08,17,12,2015,NA,3.49
STB-08,17,12,2015,NA,3.77
STB-08,17,12,2015,NA,3.13
STB-08,17,12,2015,NA,3.19
STB-08,17,12,2015,NA,3.25
STB-08,17,12,2015,NA,3.7
STB-12,2,2,2016,NA,2.78
STB-12,2,2,2016,NA,2.9
STB-12,2,2,2016,NA,3.89
STB-12,2,2,2016,NA,3.62
STB-12,2,2,2016,NA,2.81
STB-12,2,2,2016,NA,3.17
STB-12,17,12,2015,NA,3.81
STB-12,17,12,2015,NA,4.01
STB-12,17,12,2015,NA,4.58
STB-12,17,12,2015,NA,3.87
STB-12,17,12,2015,NA,3.16
STB-12,17,12,2015,NA,3.32
STD-05,15,1,2016,NA,3.36
STD-05,15,1,2016,NA,3.05
STD-05,15,1,2016,NA,3.75
STD-05,15,1,2016,NA,4.51
STD-05,15,1,2016,NA,4.3
STD-05,15,1,2016,NA,4.42
STD-10,15,1,2016,NA,3.43
STD-10,15,1,2016,NA,2.8
STD-10,15,1,2016,NA,3.33
STD-10,15,1,2016,NA,4.33
STD-10,15,1,2016,NA,3.24
STD-10,15,1,2016,NA,3.66
STD-11,15,1,2016,NA,3.51
STD-11,15,1,2016,NA,3.18
STD-11,15,1,2016,NA,2.92
STD-11,15,1,2016,NA,3.72
STD-11,15,1,2016,NA,3.58
STD-11,15,1,2016,NA,3.46
STD-05,11,2,2016,NA,3.65
STD-05,11,2,2016,NA,3.11
STD-05,11,2,2016,NA,3.71
STD-05,11,2,2016,NA,4.53
STD-05,11,2,2016,NA,4.68
STD-05,11,2,2016,NA,4.3
STD-05,16,12,2015,NA,3.79
STD-05,16,12,2015,NA,3.05
STD-05,16,12,2015,NA,3.5
STD-05,16,12,2015,NA,4.2
STD-05,16,12,2015,NA,4.16
STD-05,16,12,2015,NA,4.25
STD-10,11,2,2016,NA,3.68
STD-10,11,2,2016,NA,3.56
STD-10,11,2,2016,NA,3.37
STD-10,11,2,2016,NA,4.63
STD-10,11,2,2016,NA,3.13
STD-10,11,2,2016,NA,3.98
STD-10,16,12,2015,NA,3.83
STD-10,16,12,2015,NA,3.6
STD-10,16,12,2015,NA,2.88
STD-10,16,12,2015,NA,4.83
STD-10,16,12,2015,NA,3.49
STD-10,16,12,2015,NA,4.04
STD-11,11,2,2016,NA,3.34
STD-11,11,2,2016,NA,3.26
STD-11,11,2,2016,NA,3.04
STD-11,11,2,2016,NA,3.86
STD-11,11,2,2016,NA,3.87
STD-11,11,2,2016,NA,3.46
STD-11,16,12,2015,NA,3.62
STD-11,16,12,2015,NA,3.57
STD-11,16,12,2015,NA,3.14
STD-11,16,12,2015,NA,3.78
STD-11,16,12,2015,NA,3.84
STD-11,16,12,2015,NA,3.6
STJ-04,12,12,2015,NA,3.25
STJ-04,12,12,2015,NA,3.79
STJ-04,12,12,2015,NA,3.38
STJ-04,12,12,2015,NA,3.24
STJ-04,12,12,2015,NA,3.39
STJ-04,12,12,2015,NA,2.79
STJ-05,11,12,2015,NA,3.05
STJ-05,11,12,2015,NA,2.9
STJ-05,11,12,2015,NA,3.5
STJ-05,11,12,2015,NA,3.04
STJ-05,11,12,2015,NA,4.04
STJ-05,11,12,2015,NA,2.96
STJ-01,11,12,2015,NA,3.05
STJ-01,11,12,2015,NA,3.53
STJ-01,11,12,2015,NA,3.98
STJ-01,11,12,2015,NA,4.26
STJ-01,11,12,2015,NA,3.39
STJ-01,11,12,2015,NA,4.01
STJ-01,12,2,2016,NA,2.83
STJ-01,12,2,2016,NA,3.03
STJ-01,12,2,2016,NA,3.13
STJ-01,12,2,2016,NA,3.49
STJ-01,12,2,2016,NA,3.04
STJ-01,12,2,2016,NA,3.97
STJ-01,29,1,2016,NA,2.57
STJ-01,29,1,2016,NA,2.92
STJ-01,29,1,2016,NA,3.26
STJ-01,29,1,2016,NA,3.79
STJ-01,29,1,2016,NA,3.03
STJ-01,29,1,2016,NA,3.51
STJ-04,5,2,2016,NA,3.66
STJ-04,5,2,2016,NA,3.68
STJ-04,5,2,2016,NA,3.76
STJ-04,5,2,2016,NA,3.33
STJ-04,5,2,2016,NA,3.46
STJ-04,5,2,2016,NA,2.88
STJ-04,22,1,2016,NA,3.35
STJ-04,22,1,2016,NA,3.48
STJ-04,22,1,2016,NA,3.31
STJ-04,22,1,2016,NA,2.94
STJ-04,22,1,2016,NA,3.26
STJ-04,22,1,2016,NA,2.7
STJ-05,5,2,2016,NA,3.16
STJ-05,5,2,2016,NA,2.85
STJ-05,5,2,2016,NA,3.75
STJ-05,5,2,2016,NA,2.84
STJ-05,5,2,2016,NA,3.52
STJ-05,5,2,2016,NA,6.2
STJ-05,22,1,2016,NA,4.22
STJ-05,22,1,2016,NA,3.35
STJ-05,22,1,2016,NA,5.33
STJ-05,22,1,2016,NA,4.06
STJ-05,22,1,2016,NA,4.53
STJ-05,22,1,2016,NA,8.21
STL-10,8,2,2016,NA,3.3
STL-10,8,2,2016,NA,3.73
STL-10,8,2,2016,NA,2.57
STL-10,8,2,2016,NA,2.9
STL-10,8,2,2016,NA,2.13
STL-10,8,2,2016,NA,3.03
STL-09,8,2,2016,NA,3.21
STL-09,8,2,2016,NA,3.16
STL-09,8,2,2016,NA,3.22
STL-09,8,2,2016,NA,4.26
STL-09,8,2,2016,NA,3.02
STL-09,8,2,2016,NA,3.45
STL-09,14,12,2015,NA,3.99
STL-09,14,12,2015,NA,3.38
STL-09,14,12,2015,NA,3.39
STL-09,14,12,2015,NA,3.59
STL-09,14,12,2015,NA,4.13
STL-09,14,12,2015,NA,3.53
STL-09,25,1,2016,NA,4.17
STL-09,25,1,2016,NA,3.9
STL-09,25,1,2016,NA,3.79
STL-09,25,1,2016,NA,4.57
STL-09,25,1,2016,NA,2.94
STL-09,25,1,2016,NA,3.52
STL-10,14,12,2015,NA,2.9
STL-10,14,12,2015,NA,3.64
STL-10,14,12,2015,NA,3.26
STL-10,14,12,2015,NA,3.39
STL-10,14,12,2015,NA,2.74
STL-10,14,12,2015,NA,3.44
STL-10,25,1,2016,NA,2.99
STL-10,25,1,2016,NA,5.27
STL-10,25,1,2016,NA,2.87
STL-10,25,1,2016,NA,3.28
STL-10,25,1,2016,NA,2.83
STL-10,25,1,2016,NA,2.96
STN-02,18,1,2016,NA,3.36
STN-02,18,1,2016,NA,3.84
STN-02,18,1,2016,NA,3.59
STN-02,18,1,2016,NA,3.66
STN-02,18,1,2016,NA,3.16
STN-02,18,1,2016,NA,3.28
STN-03,10,12,2015,NA,3.06
STN-03,10,12,2015,NA,3.56
STN-03,10,12,2015,NA,6.52
STN-03,10,12,2015,NA,3.5
STN-03,10,12,2015,NA,3.82
STN-03,10,12,2015,NA,3.5
STN-04,18,1,2016,NA,3.54
STN-04,18,1,2016,NA,3.24
STN-04,18,1,2016,NA,3.11
STN-04,18,1,2016,NA,3.81
STN-04,18,1,2016,NA,3.62
STN-04,18,1,2016,NA,4.12
STN-06,13,1,2016,NA,3.31
STN-06,13,1,2016,NA,3.43
STN-06,13,1,2016,NA,3.44
STN-06,13,1,2016,NA,3.48
STN-06,13,1,2016,NA,3.79
STN-06,13,1,2016,NA,3.09
STN-09,9,2,2015,NA,3.19
STN-09,9,2,2015,NA,3.32
STN-09,13,1,2016,NA,3.05
STN-09,13,1,2016,NA,3
STN-09,13,1,2016,NA,2.61
STN-09,13,1,2016,NA,3.05
STN-09,13,1,2016,NA,2.8
STN-09,13,1,2016,NA,3.77
STN-02,10,2,2016,NA,3.37
STN-02,10,2,2016,NA,3.33
STN-02,10,2,2016,NA,3.01
STN-02,10,2,2016,NA,3.71
STN-02,10,2,2016,NA,2.88
STN-02,10,2,2016,NA,2.79
STN-02,18,12,2015,NA,3.46
STN-02,18,12,2015,NA,3.2
STN-02,18,12,2015,NA,3.49
STN-02,18,12,2015,NA,4.27
STN-02,18,12,2015,NA,3.67
STN-02,18,12,2015,NA,3.47
STN-03,4,2,2016,NA,2.67
STN-03,4,2,2016,NA,3.03
STN-03,4,2,2016,NA,8.29
STN-03,4,2,2016,NA,3.09
STN-03,4,2,2016,NA,3.55
STN-03,4,2,2016,NA,3.09
STN-03,21,1,2016,NA,5.7
STN-03,21,1,2016,NA,3.06
STN-03,21,1,2016,NA,4.19
STN-03,21,1,2016,NA,3.2
STN-03,21,1,2016,NA,3.89
STN-03,21,1,2016,NA,3.68
STN-04,10,2,2016,NA,3.07
STN-04,10,2,2016,NA,3.3
STN-04,10,2,2016,NA,3.51
STN-04,10,2,2016,NA,4.03
STN-04,10,2,2016,NA,3.13
STN-04,10,2,2016,NA,3.79
STN-04,18,12,2015,NA,3.12
STN-04,18,12,2015,NA,3.44
STN-04,18,12,2015,NA,3.95
STN-04,18,12,2015,NA,4.08
STN-04,18,12,2015,NA,3.44
STN-04,18,12,2015,NA,3.91
STN-06,9,2,2016,NA,3.63
STN-06,9,2,2016,NA,3.14
STN-06,9,2,2016,NA,4.06
STN-06,9,2,2016,NA,3.5
STN-06,9,2,2016,NA,3.49
STN-06,9,2,2016,NA,3.4
STN-06,9,2,2015,NA,3.64
STN-06,9,2,2015,NA,3.75
STN-06,9,2,2015,NA,3.95
STN-06,9,2,2015,NA,3.5
STN-06,9,2,2015,NA,3.87
STN-06,9,2,2015,NA,3.7
STN-09,9,2,2016,NA,3.17
STN-09,9,2,2016,NA,3.59
STN-09,9,2,2016,NA,2.78
STN-09,9,2,2016,NA,3.17
STN-09,9,2,2016,NA,2.92
STN-09,9,2,2016,NA,3.29
STO-06,8,2,2015,NA,3.36
STO-06,8,2,2015,NA,3.43
STO-06,8,2,2015,NA,3.88
STO-06,8,2,2015,NA,4.8
STO-06,8,2,2015,NA,3.4
STO-06,8,2,2015,NA,4.99
STO-07,8,2,2015,NA,3.33
STO-07,8,2,2015,NA,3.02
STO-07,8,2,2015,NA,3.58
STO-07,8,2,2015,NA,3.54
STO-07,8,2,2015,NA,3.65
STO-07,8,2,2015,NA,3.68
STO-03,4,2,2016,NA,3.61
STO-03,4,2,2016,NA,3.02
STO-03,4,2,2016,NA,2.72
STO-03,4,2,2016,NA,3.75
STO-03,4,2,2016,NA,2.77
STO-03,4,2,2016,NA,3.65
STO-03,10,12,2015,NA,3.66
STO-03,10,12,2015,NA,3.23
STO-03,10,12,2015,NA,2.8
STO-03,10,12,2015,NA,4.05
STO-03,10,12,2015,NA,2.84
STO-03,10,12,2015,NA,3.87
STO-03,21,1,2016,NA,3.69
STO-03,21,1,2016,NA,3.1
STO-03,21,1,2016,NA,2.86
STO-03,21,1,2016,NA,3.62
STO-03,21,1,2016,NA,2.75
STO-03,21,1,2016,NA,3.7
STO-06,30,2,2016,NA,3.39
STO-06,30,2,2016,NA,3.37
STO-06,30,2,2016,NA,3.41
STO-06,30,2,2016,NA,4.81
STO-06,30,2,2016,NA,3.37
STO-06,30,2,2016,NA,4.17
STO-06,20,1,2016,NA,3.17
STO-06,20,1,2016,NA,3.46
STO-06,20,1,2016,NA,3.59
STO-06,20,1,2016,NA,5.22
STO-06,20,1,2016,NA,3.84
STO-06,20,1,2016,NA,4.62
STO-07,30,2,2016,NA,3.19
STO-07,30,2,2016,NA,2.83
STO-07,30,2,2016,NA,3.36
STO-07,30,2,2016,NA,3.28
STO-07,30,2,2016,NA,3.12
STO-07,30,2,2016,NA,3.38
STO-07,20,1,2016,NA,3.19
STO-07,20,1,2016,NA,2.93
STO-07,20,1,2016,NA,3.29
STO-07,20,1,2016,NA,3.62
STO-07,20,1,2016,NA,3.28
STO-07,20,1,2016,NA,3.51
STQ-08,23,3,2016,NA,4.12
STQ-08,23,3,2016,NA,4.9
STQ-08,23,3,2016,NA,3.51
STQ-08,23,3,2016,NA,3.98
STQ-08,23,3,2016,NA,4.14
STQ-08,23,3,2016,NA,3.66
STQ-11,23,3,2016,NA,3.37
STQ-11,23,3,2016,NA,3.77
STQ-11,23,3,2016,NA,3.63
STQ-11,23,3,2016,NA,3.34
STQ-11,23,3,2016,NA,3.15
STQ-11,23,3,2016,NA,4.01
STB-08,16,3,2016,NA,2.96
STB-08,16,3,2016,NA,3.62
STB-08,16,3,2016,NA,3.19
STB-08,16,3,2016,NA,3.7
STB-08,16,3,2016,NA,3.26
STB-08,16,3,2016,NA,2.87
STB-12,16,3,2016,NA,3.1
STB-12,16,3,2016,NA,2.92
STB-12,16,3,2016,NA,4.23
STB-12,16,3,2016,NA,3.8
STB-12,16,3,2016,NA,2.79
STB-12,16,3,2016,NA,3.37
STD-05,22,3,2016,NA,3.76
STD-05,22,3,2016,NA,3.05
STD-05,22,3,2016,NA,3.46
STD-05,22,3,2016,NA,4.58
STD-05,22,3,2016,NA,4.59
STD-05,22,3,2016,NA,4.22
STD-10,22,3,2016,NA,3.79
STD-10,22,3,2016,NA,3.72
STD-10,22,3,2016,NA,3.19
STD-10,22,3,2016,NA,5.19
STD-10,22,3,2016,NA,3.74
STD-10,22,3,2016,NA,4.44
