year,month,plot_code,date,lai,comment
2011,9,KOG-01,2011-09-15T00:00:00Z,2.403326602971979,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2011,10,KOG-01,2011-10-15T00:00:00Z,2.11645461400548,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2011,11,KOG-01,2011-11-15T00:00:00Z,1.8408859381569902,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2011,12,KOG-01,2011-12-15T00:00:00Z,1.6446714461093297,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,3,KOG-01,2012-03-15T00:00:00Z,1.70765686188198,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,4,KOG-01,2012-04-15T00:00:00Z,2.194142018727498,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,5,KOG-01,2012-05-15T00:00:00Z,2.702387516955533,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,6,KOG-01,2012-06-15T00:00:00Z,3.0366337349753776,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,7,KOG-01,2012-07-15T00:00:00Z,3.2190599469734007,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,8,KOG-01,2012-08-15T00:00:00Z,3.184555553105932,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,9,KOG-01,2012-09-15T00:00:00Z,2.977248761249113,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,10,KOG-01,2012-10-15T00:00:00Z,2.571300485346929,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,11,KOG-01,2012-11-15T00:00:00Z,2.1944501316950413,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2012,12,KOG-01,2012-12-15T00:00:00Z,1.9800802017460182,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,3,KOG-01,2013-03-15T00:00:00Z,2.1648923606999007,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,4,KOG-01,2013-04-15T00:00:00Z,2.3102118717913456,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,5,KOG-01,2013-05-15T00:00:00Z,2.4323627433734853,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,6,KOG-01,2013-06-15T00:00:00Z,2.512750250947432,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,8,KOG-01,2013-08-15T00:00:00Z,2.5937248474696095,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,9,KOG-01,2013-09-15T00:00:00Z,2.5232883792053133,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,10,KOG-01,2013-10-15T00:00:00Z,2.2199200497847,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,11,KOG-01,2013-11-15T00:00:00Z,1.8640386615563003,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2013,12,KOG-01,2013-12-15T00:00:00Z,1.5888053099398776,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,1,KOG-01,2014-01-15T00:00:00Z,1.5467356531105787,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,3,KOG-01,2014-03-15T00:00:00Z,1.703751329105391,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,4,KOG-01,2014-04-15T00:00:00Z,1.856151854892294,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,5,KOG-01,2014-05-15T00:00:00Z,2.016159997762969,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,8,KOG-01,2014-08-15T00:00:00Z,2.163988016627746,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,10,KOG-01,2014-10-15T00:00:00Z,2.1252240330761154,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,11,KOG-01,2014-11-15T00:00:00Z,1.9827101780737104,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2014,12,KOG-01,2014-12-15T00:00:00Z,1.8468143258488638,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,2,KOG-01,2015-02-15T00:00:00Z,1.6111078073876253,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,3,KOG-01,2015-03-15T00:00:00Z,1.8351417484592887,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,4,KOG-01,2015-04-15T00:00:00Z,2.1321179877444485,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,5,KOG-01,2015-05-15T00:00:00Z,2.3053761862501325,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,7,KOG-01,2015-07-15T00:00:00Z,2.5518042293827774,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,8,KOG-01,2015-08-15T00:00:00Z,2.485332776787341,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,10,KOG-01,2015-10-15T00:00:00Z,2.12835920871279,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,11,KOG-01,2015-11-15T00:00:00Z,1.8552519198800268,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2015,12,KOG-01,2015-12-15T00:00:00Z,1.6381331639727335,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2016,2,KOG-01,2016-02-15T00:00:00Z,1.5037346383857964,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2016,4,KOG-01,2016-04-15T00:00:00Z,1.8465850220835411,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2016,5,KOG-01,2016-05-15T00:00:00Z,2.003407024995846,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2016,7,KOG-01,2016-07-15T00:00:00Z,2.055938606631985,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2016,9,KOG-01,2016-09-15T00:00:00Z,1.9527129043262939,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2016,10,KOG-01,2016-10-15T00:00:00Z,1.8580740665703175,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2016,11,KOG-01,2016-11-15T00:00:00Z,1.7543681790577137,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2016,12,KOG-01,2016-12-15T00:00:00Z,1.5305770975890534,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2017,1,KOG-01,2017-01-15T00:00:00Z,1.3495183036541818,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2017,3,KOG-01,2017-03-15T00:00:00Z,1.6831074525159408,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2017,4,KOG-01,2017-04-15T00:00:00Z,2.0796712789314378,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2017,5,KOG-01,2017-05-15T00:00:00Z,2.45718281626408,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2017,6,KOG-01,2017-06-15T00:00:00Z,2.627529642608075,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2017,7,KOG-01,2017-07-15T00:00:00Z,2.6669027440197723,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2017,9,KOG-01,2017-09-15T00:00:00Z,2.274150887005114,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2017,10,KOG-01,2017-10-15T00:00:00Z,1.8775469939432718,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2003,1,KOG-03,2003-01-15T00:00:00Z,0.9665759070647001,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2003,2,KOG-03,2003-02-15T00:00:00Z,1.3172203252812007,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2003,3,KOG-03,2003-03-15T00:00:00Z,1.6110581188579212,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2003,5,KOG-03,2003-05-15T00:00:00Z,2.1620107176033296,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2003,6,KOG-03,2003-06-15T00:00:00Z,2.374346003764071,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2003,7,KOG-03,2003-07-15T00:00:00Z,2.5641383071600843,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2003,8,KOG-03,2003-08-15T00:00:00Z,2.635153698118982,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2003,9,KOG-03,2003-09-15T00:00:00Z,2.591947107800989,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2003,10,KOG-03,2003-10-15T00:00:00Z,2.4321700736914824,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2003,11,KOG-03,2003-11-15T00:00:00Z,2.004179882840855,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2003,12,KOG-03,2003-12-15T00:00:00Z,1.571071683216129,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2004,1,KOG-03,2004-01-15T00:00:00Z,1.3251722282315355,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2004,2,KOG-03,2004-02-15T00:00:00Z,1.2709297702421853,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2004,3,KOG-03,2004-03-15T00:00:00Z,1.539149526731646,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2004,4,KOG-03,2004-04-15T00:00:00Z,1.9624931087764377,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2004,5,KOG-03,2004-05-15T00:00:00Z,2.469105077003991,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2004,6,KOG-03,2004-06-15T00:00:00Z,3.0688573072187832,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2004,7,KOG-03,2004-07-15T00:00:00Z,3.4905690361917463,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2004,8,KOG-03,2004-08-15T00:00:00Z,3.5770811138203875,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2004,9,KOG-03,2004-09-15T00:00:00Z,3.1834996059011393,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2004,10,KOG-03,2004-10-15T00:00:00Z,2.6134004857263298,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2004,11,KOG-03,2004-11-15T00:00:00Z,1.9607548291160466,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2004,12,KOG-03,2004-12-15T00:00:00Z,1.4355997293742395,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2005,1,KOG-03,2005-01-15T00:00:00Z,1.2447915039812092,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2005,2,KOG-03,2005-02-15T00:00:00Z,1.3231460171340401,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2005,3,KOG-03,2005-03-15T00:00:00Z,1.5399453881143073,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2005,4,KOG-03,2005-04-15T00:00:00Z,1.9994500971324314,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2005,5,KOG-03,2005-05-15T00:00:00Z,2.404871249832663,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2005,6,KOG-03,2005-06-15T00:00:00Z,2.6128779581118047,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2005,9,KOG-03,2005-09-15T00:00:00Z,2.405369512166837,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2005,10,KOG-03,2005-10-15T00:00:00Z,2.2137655479614757,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2005,11,KOG-03,2005-11-15T00:00:00Z,1.9015261233364844,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2005,12,KOG-03,2005-12-15T00:00:00Z,1.6112025823431533,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2006,1,KOG-03,2006-01-15T00:00:00Z,1.4562929507664826,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2006,2,KOG-03,2006-02-15T00:00:00Z,1.4833164875362215,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2006,3,KOG-03,2006-03-15T00:00:00Z,1.6194602699931355,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2006,4,KOG-03,2006-04-15T00:00:00Z,1.9617115655801132,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2006,5,KOG-03,2006-05-15T00:00:00Z,2.2784103315852557,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2006,6,KOG-03,2006-06-15T00:00:00Z,2.399832483637933,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2006,8,KOG-03,2006-08-15T00:00:00Z,2.675066003424235,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2006,9,KOG-03,2006-09-15T00:00:00Z,2.6599628626011604,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2006,10,KOG-03,2006-10-15T00:00:00Z,2.4593191694721517,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2006,11,KOG-03,2006-11-15T00:00:00Z,2.191107725939185,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2006,12,KOG-03,2006-12-15T00:00:00Z,1.7753460065413438,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2007,1,KOG-03,2007-01-15T00:00:00Z,1.3780414945057586,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2007,2,KOG-03,2007-02-15T00:00:00Z,1.0998397332210526,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2007,3,KOG-03,2007-03-15T00:00:00Z,1.2507615205457254,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2007,4,KOG-03,2007-04-15T00:00:00Z,1.6148961477116093,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2007,5,KOG-03,2007-05-15T00:00:00Z,2.2453427092458345,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2007,6,KOG-03,2007-06-15T00:00:00Z,2.7195892716328585,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2007,7,KOG-03,2007-07-15T00:00:00Z,3.0721618849225436,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2007,9,KOG-03,2007-09-15T00:00:00Z,2.7715029487647427,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2007,10,KOG-03,2007-10-15T00:00:00Z,2.4523032609088165,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2007,11,KOG-03,2007-11-15T00:00:00Z,1.9510714702717578,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2007,12,KOG-03,2007-12-15T00:00:00Z,1.581650790048866,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2008,1,KOG-03,2008-01-15T00:00:00Z,1.3287494040725012,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2008,2,KOG-03,2008-02-15T00:00:00Z,1.453517313675914,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2008,3,KOG-03,2008-03-15T00:00:00Z,1.7290356153298727,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2008,4,KOG-03,2008-04-15T00:00:00Z,2.257193389363607,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2008,5,KOG-03,2008-05-15T00:00:00Z,2.6603683098600595,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2008,6,KOG-03,2008-06-15T00:00:00Z,2.9442142986644244,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2008,7,KOG-03,2008-07-15T00:00:00Z,2.82135612526247,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2008,8,KOG-03,2008-08-15T00:00:00Z,2.579380709828543,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2008,9,KOG-03,2008-09-15T00:00:00Z,2.4264095348395167,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2008,10,KOG-03,2008-10-15T00:00:00Z,2.108227989191138,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2008,11,KOG-03,2008-11-15T00:00:00Z,1.7919047174449023,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2008,12,KOG-03,2008-12-15T00:00:00Z,1.6472613443648445,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2009,1,KOG-03,2009-01-15T00:00:00Z,1.6026087785808496,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2009,3,KOG-03,2009-03-15T00:00:00Z,1.8285635318580007,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2009,4,KOG-03,2009-04-15T00:00:00Z,2.0940859996296433,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2009,5,KOG-03,2009-05-15T00:00:00Z,2.420057119681072,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2009,6,KOG-03,2009-06-15T00:00:00Z,2.83200269395491,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2009,9,KOG-03,2009-09-15T00:00:00Z,3.7412034972758503,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2009,10,KOG-03,2009-10-15T00:00:00Z,3.269135002920671,LOESS span=0.07 smoothed from MODc6 qaqc filtered
2009,11,KOG-03,2009-11-15T00:00:00Z,2.366717034059534,LOESS span=0.07 smoothed from MODc6 qaqc filtered
